Entry	Entry name	Protein names	Gene names  (primary )	Status
E9TEU9	E9TEU9_ECOLX	ABC transporter, ATP-binding protein		unreviewed
E9TDS8	E9TDS8_ECOLX	Beta-lactamase (EC 3.5.2.6) (Fragment)		unreviewed
E9T9S5	E9T9S5_ECOLX	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95)		unreviewed
E9TBA3	E9TBA3_ECOLX	Multiple antibiotic resistance protein MarA	marA	unreviewed
E9TFP7	E9TFP7_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
E9T9F4	E9T9F4_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
E9TH75	E9TH75_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
E9T9F6	E9T9F6_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
E9TJC7	E9TJC7_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
E9TBA2	E9TBA2_ECOLX	Multiple antibiotic resistance protein MarR	marR	unreviewed
E9T9F5	E9T9F5_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
E9TA06	E9TA06_ECOLX	Transporter, major facilitator family protein		unreviewed
E9T9P8	E9T9P8_ECOLX	Aminoglycoside/hydroxyurea antibiotic resistance kinase (Fragment)		unreviewed
E9TA07	E9TA07_ECOLX	Transcriptional regulator, TetR family		unreviewed
E9TBA4	E9TBA4_ECOLX	Putative multiple antibiotic resistance protein MarB		unreviewed
E9T9P7	E9T9P7_ECOLX	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95)		unreviewed
E9TGH3	E9TGH3_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
E9TAA9	E9TAA9_ECOLX	Aminoglycoside N(3)-acetyltransferase (EC 2.3.1.81) (Fragment)		unreviewed
E9T8M2	E9T8M2_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
E9TG59	E9TG59_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
E9T9F7	E9T9F7_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
E9TJB4	E9TJB4_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
