Entry	Entry name	Protein names	Gene names  (primary )	Status
B6I428	UPPP_ECOSE	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	reviewed
B6I7J8	ARNA_ECOSE	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	reviewed
B6I7J9	ARND_ECOSE	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	reviewed
B6I7J6	ARNB_ECOSE	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	reviewed
B6I7J7	ARNC_ECOSE	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	reviewed
B6I3U3	MDTL_ECOSE	Multidrug resistance protein MdtL	mdtL	reviewed
B6I9D0	MDTG_ECOSE	Multidrug resistance protein MdtG	mdtG	reviewed
B6I9E2	MDTH_ECOSE	Multidrug resistance protein MdtH	mdtH	reviewed
B6I8V0	B6I8V0_ECOSE	Putative ABC transporter ATP-binding component		unreviewed
B6IBX8	B6IBX8_ECOSE	Tetracycline repressor protein TetR		unreviewed
B6I2V4	B6I2V4_ECOSE	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
B6IAT4	B6IAT4_ECOSE	Multiple antibiotic resistance protein		unreviewed
B6IAT3	B6IAT3_ECOSE	Multiple antibiotic resistance protein		unreviewed
B6I259	B6I259_ECOSE	Beta-lactamase (EC 3.5.2.6)		unreviewed
B6IBX9	B6IBX9_ECOSE	Tetracycline resistance structural protein TetA		unreviewed
B6IAT5	B6IAT5_ECOSE	Multiple antibiotic resistance protein		unreviewed
B6I7R6	B6I7R6_ECOSE	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
