Entry	Entry name	Protein names	Gene names  (primary )	Status
A0A1X3LGV3	A0A1X3LGV3_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
A0A1X3LLF3	A0A1X3LLF3_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
A0A1X3LBX6	A0A1X3LBX6_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
A0A1X3L894	A0A1X3L894_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A1X3LHV3	A0A1X3LHV3_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
A0A1X3LHI6	A0A1X3LHI6_ECOLX	Macrolide export ATP-binding/permease protein MacB		unreviewed
A0A1X3LLZ9	A0A1X3LLZ9_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
A0A1X3LCQ2	A0A1X3LCQ2_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
A0A1X3LLX6	A0A1X3LLX6_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
A0A1X3LI11	A0A1X3LI11_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
A0A1X3LJ79	A0A1X3LJ79_ECOLX	Multiple antibiotic resistance protein MarA		unreviewed
A0A1X3LLP9	A0A1X3LLP9_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
A0A1X3LJT4	A0A1X3LJT4_ECOLX	Multiple antibiotic resistance protein MarR		unreviewed
A0A1X3LDW2	A0A1X3LDW2_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
