Entry	Entry name	Protein names	Gene names  (primary )	Status
A8A4L2	UPPP_ECOHS	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	reviewed
A8A2C1	ARNC_ECOHS	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	reviewed
A8A2C3	ARND_ECOHS	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	reviewed
A8A2C0	ARNB_ECOHS	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	reviewed
A8A2C2	ARNA_ECOHS	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	reviewed
A8A6H2	MDTL_ECOHS	Multidrug resistance protein MdtL	mdtL	reviewed
A7ZZ10	MDTG_ECOHS	Multidrug resistance protein MdtG	mdtG	reviewed
A7ZZ23	MDTH_ECOHS	Multidrug resistance protein MdtH	mdtH	reviewed
A0A7I6H641	A0A7I6H641_ECOHS	Multiple antibiotic resistance protein MarR	marR	unreviewed
A0A7M3S3R2	A0A7M3S3R2_ECOHS	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
A0A7I6H4X2	A0A7I6H4X2_ECOHS	Macrolide-specific ABC-type efflux carrier protein MacB	macB	unreviewed
A0A7I6HB23	A0A7I6HB23_ECOHS	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)	mrcA	unreviewed
A0A7I6HBQ4	A0A7I6HBQ4_ECOHS	Beta-lactamase (EC 3.5.2.6)	ampC	unreviewed
