Entry	Entry name	Protein names	Gene names  (primary )	Status
W8ZG36	W8ZG36_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	ybhT	unreviewed
W8ZYK3	W8ZYK3_ECOLX	Multidrug resistance protein MdtL	yidY	unreviewed
W8ZGA6	W8ZGA6_ECOLX	Multidrug resistance protein MdtH	yceL	unreviewed
W8ZQ00	W8ZQ00_ECOLX	Macrolide export ATP-binding/permease protein MacB	macB	unreviewed
W8ZKJ1	W8ZKJ1_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	yfbG	unreviewed
W9A167	W9A167_ECOLX	Tetracycline repressor protein class A	tetR	unreviewed
W8ZPZ7	W8ZPZ7_ECOLX	Multidrug resistance protein MdtG	yceE	unreviewed
W8ZU08	W8ZU08_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	yfbE	unreviewed
W8ZRJ4	W8ZRJ4_ECOLX	Multiple antibiotic resistance protein MarA	marA	unreviewed
W8ZLF9	W8ZLF9_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
W8ZIU7	W8ZIU7_ECOLX	Multiple antibiotic resistance protein MarB	marB	unreviewed
A0A2Z5WRH7	A0A2Z5WRH7_ECOLX	Aminoglycoside N(3)-acetyltransferase (EC 2.3.1.81)	aac(3)-IId	unreviewed
D7RVJ7	D7RVJ7_ECOLX	Beta-lactamase (EC 3.5.2.6)	blaCTX-M-24	unreviewed
W8ZTI5	W8ZTI5_ECOLX	Beta-lactamase (EC 3.5.2.6)	blaTEM-1	unreviewed
W8ZS63	W8ZS63_ECOLX	Multiple antibiotic resistance protein MarR	marR	unreviewed
W9A0D1	W9A0D1_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
W8ZWK1	W8ZWK1_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	bacA	unreviewed
W8ZY24	W8ZY24_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)	mrcA	unreviewed
W8ZTP0	W8ZTP0_ECOLX	Beta-lactamase (EC 3.5.2.6)	blaCTX-M-15	unreviewed
W9AHX2	W9AHX2_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	yfbH	unreviewed
W8ZTP6	W8ZTP6_ECOLX	Beta-lactamase (EC 3.5.2.6)	blaOXA-1	unreviewed
W8ZSG5	W8ZSG5_ECOLX	Beta-lactamase (EC 3.5.2.6)	ampC	unreviewed
A0A2Z5WRE6	A0A2Z5WRE6_ECOLX	Tetracycline efflux protein tet(A)	tet(A)	unreviewed
W8ZTQ1	W8ZTQ1_ECOLX	Tetracycline resistance protein class A	tetA	unreviewed
A0A5K7U6X5	A0A5K7U6X5_ECOLX	Beta-lactamase (EC 3.5.2.6)	blaCTX-M-27	unreviewed
M1GIK1	M1GIK1_ECOLX	Putative type I secretion ATP binding protein EtsB	estB	unreviewed
A0A2Z5WRF0	A0A2Z5WRF0_ECOLX	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95)	strA	unreviewed
A0A2Z5WRF5	A0A2Z5WRF5_ECOLX	Tetracycline repressor protein TetR	tetR	unreviewed
D7RVH2	D7RVH2_ECOLX	Beta-lactamase (EC 3.5.2.6)	blaCTX-M-1	unreviewed
M4TKM6	M4TKM6_ECOLX	Beta-lactamase (EC 3.5.2.6)	blaCTX-M-15	unreviewed
