Entry	Entry name	Protein names	Gene names  (primary )	Status
A0A1X3L482	A0A1X3L482_ECOLX	Macrolide export ATP-binding/permease protein MacB		unreviewed
A0A1X3KX45	A0A1X3KX45_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
A0A1X3L2Y5	A0A1X3L2Y5_ECOLX	Multiple antibiotic resistance protein MarA		unreviewed
A0A1X3L1J9	A0A1X3L1J9_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
A0A1X3L542	A0A1X3L542_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
A0A1X3L3S9	A0A1X3L3S9_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
A0A1X3KWX6	A0A1X3KWX6_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
A0A1X3L1B5	A0A1X3L1B5_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
A0A1X3L4Y8	A0A1X3L4Y8_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
A0A1X3L2S5	A0A1X3L2S5_ECOLX	Multiple antibiotic resistance protein MarR		unreviewed
A0A1X3LC18	A0A1X3LC18_ECOLX	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95)		unreviewed
A0A1X3KY77	A0A1X3KY77_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
A0A1X3L3M9	A0A1X3L3M9_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A1X3L1L0	A0A1X3L1L0_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
A0A1X3KUV0	A0A1X3KUV0_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A1X3L1H4	A0A1X3L1H4_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
