Entry	Entry name	Protein names	Gene names  (primary )	Status
S1PJ16	S1PJ16_ECOLX	Macrolide export ATP-binding/permease MacB		unreviewed
S1Q202	S1Q202_ECOLX	Multiple antibiotic resistance protein marA		unreviewed
S1PAQ7	S1PAQ7_ECOLX	Multiple antibiotic resistance protein MarB		unreviewed
S1P813	S1P813_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
S1PM07	S1PM07_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
S1PRT4	S1PRT4_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
S1PGC3	S1PGC3_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
S1PEZ2	S1PEZ2_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
S1PHR0	S1PHR0_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
S1PYM0	S1PYM0_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
S1P7L8	S1P7L8_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
S1PV87	S1PV87_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
S1PKK6	S1PKK6_ECOLX	Aminoglycoside (3'') (9) adenylyltransferase (EC 2.7.7.47)		unreviewed
S1NXC2	S1NXC2_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
S1PIA0	S1PIA0_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
S1PS22	S1PS22_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
S1PAV4	S1PAV4_ECOLX	Multiple antibiotic resistance protein marR		unreviewed
