Entry	Entry name	Protein names	Gene names  (primary )	Status
A0A1X3KHP3	A0A1X3KHP3_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
A0A1X3KI80	A0A1X3KI80_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A1X3KJY0	A0A1X3KJY0_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
A0A1X3KJX8	A0A1X3KJX8_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
A0A1X3KSW1	A0A1X3KSW1_ECOLX	Multiple antibiotic resistance protein MarR		unreviewed
A0A1X3KK13	A0A1X3KK13_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
A0A1X3KRL6	A0A1X3KRL6_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
A0A1X3KRJ5	A0A1X3KRJ5_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
A0A1X3KSS0	A0A1X3KSS0_ECOLX	Multiple antibiotic resistance protein MarA		unreviewed
A0A1X3KF12	A0A1X3KF12_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
A0A1X3KJZ2	A0A1X3KJZ2_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
A0A1X3KR26	A0A1X3KR26_ECOLX	Macrolide export ATP-binding/permease protein MacB		unreviewed
A0A1X3KQG6	A0A1X3KQG6_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
