Entry	Entry name	Protein names	Gene names  (primary )	Status
B7NJS0	UPPP_ECO7I	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	reviewed
B7NNT3	ARNC_ECO7I	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	reviewed
B7NNT5	ARND_ECO7I	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	reviewed
B7NNT4	ARNA_ECO7I	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	reviewed
B7NR12	MDTL_ECO7I	Multidrug resistance protein MdtL	mdtL	reviewed
B7NNT2	ARNB_ECO7I	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	reviewed
B7NL82	MDTG_ECO7I	Multidrug resistance protein MdtG	mdtG	reviewed
B7NL69	MDTH_ECO7I	Multidrug resistance protein MdtH	mdtH	reviewed
A0A0H3MH65	A0A0H3MH65_ECO7I	DNA-binding transcriptional dual activator of multiple antibiotic resistance	marA	unreviewed
A0A0H3MMA0	A0A0H3MMA0_ECO7I	Fused macrolide transporter subunits of ABC superfamily: ATP-binding component membrane component	macB	unreviewed
A0A0H3MQV1	A0A0H3MQV1_ECO7I	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)	mrcA	unreviewed
A0A0H3MQX3	A0A0H3MQX3_ECO7I	DNA-binding transcriptional repressor of multiple antibiotic resistance	marR	unreviewed
A0A0H3MI96	A0A0H3MI96_ECO7I	Putative antibiotic efflux protein ( antibiotic resistance protein)		unreviewed
A0A0H3MNF3	A0A0H3MNF3_ECO7I	Beta-lactamase (EC 3.5.2.6)	ampC	unreviewed
A0A0H3MEK4	A0A0H3MEK4_ECO7I	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	ybhT	unreviewed
