Entry	Entry name	Protein names	Gene names  (primary )	Status
F4T4T0	F4T4T0_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
F4T5S5	F4T5S5_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
F4T380	F4T380_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
F4SZ90	F4SZ90_ECOLX	Multiple antibiotic resistance protein MarR		unreviewed
F4SW85	F4SW85_ECOLX	Macrolide export ATP-binding/permease protein MacB 1		unreviewed
F4T0A0	F4T0A0_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
F4T0A1	F4T0A1_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
F4SWW4	F4SWW4_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
F4SZ91	F4SZ91_ECOLX	Multiple antibiotic resistance protein MarA		unreviewed
F4T7V3	F4T7V3_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
F4T098	F4T098_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
F4SVV3	F4SVV3_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
F4SVT9	F4SVT9_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
F4T099	F4T099_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
