Entry	Entry name	Protein names	Gene names  (primary )	Status
D3GZL4	D3GZL4_ECO44	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)	mrcA	unreviewed
D3H336	D3H336_ECO44	Multidrug resistance protein MdtL	mdtL	unreviewed
D3H362	D3H362_ECO44	Aminoglycoside (3'') (9) adenylyltransferase (EC 2.7.7.47)	aadA1	unreviewed
D3GZV0	D3GZV0_ECO44	Macrolide export ATP-binding/permease protein (EC 3.6.3.-)	macB	unreviewed
D3H1C0	D3H1C0_ECO44	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
D3GV52	D3GV52_ECO44	Beta-lactamase (EC 3.5.2.6)	ampC	unreviewed
D3GSG7	D3GSG7_ECO44	Multiple antibiotic resistance regulatory protein	marR	unreviewed
D3H167	D3H167_ECO44	Multidrug resistance protein MdtH	mdtH	unreviewed
D3GSG9	D3GSG9_ECO44	Multiple antibiotic resistance protein	marB	unreviewed
D3H1C1	D3H1C1_ECO44	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
D3H382	D3H382_ECO44	Tetracycline resistance protein	tetA	unreviewed
D3GWM5	D3GWM5_ECO44	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
D3H356	D3H356_ECO44	Chloramphenicol acetyltransferase (EC 2.3.1.28)	cat	unreviewed
D3GSG8	D3GSG8_ECO44	Multiple antibiotic resistance regulatory protein	marA	unreviewed
D3H1C3	D3H1C3_ECO44	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
D3H1C2	D3H1C2_ECO44	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
D3H156	D3H156_ECO44	Multidrug resistance protein MdtG	mdtG	unreviewed
D3H381	D3H381_ECO44	Tetracycline repressor	tetR	unreviewed
