Entry	Entry name	Protein names	Gene names  (primary )	Status
A0A7D4S4Q9	A0A7D4S4Q9_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
A0A7D4MGV1	A0A7D4MGV1_ECOLX	Tetracycline efflux MFS transporter Tet(A)	tet(A)	unreviewed
A0A7D4MBX7	A0A7D4MBX7_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
A0A7D4S118	A0A7D4S118_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
A0A7D4M9L4	A0A7D4M9L4_ECOLX	Macrolide ABC transporter ATP-binding protein/permease MacB	macB	unreviewed
A0A7D4RSL6	A0A7D4RSL6_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
A0A7D4R271	A0A7D4R271_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
A0A7D4MFF3	A0A7D4MFF3_ECOLX	TetR family transcriptional regulator		unreviewed
A0A7D4R8E4	A0A7D4R8E4_ECOLX	Multiple antibiotic resistance protein MarB	marB	unreviewed
A0A7D4RNE6	A0A7D4RNE6_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
A0A7D4RGY0	A0A7D4RGY0_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
A0A7D4RFN4	A0A7D4RFN4_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A7D4RMM4	A0A7D4RMM4_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
A0A7D4MHX5	A0A7D4MHX5_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)	mrcA	unreviewed
A0A7D4R807	A0A7D4R807_ECOLX	Beta-lactamase (EC 3.5.2.6)	blaEC	unreviewed
A0A7D4MLD3	A0A7D4MLD3_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
A0A7D4RFZ7	A0A7D4RFZ7_ECOLX	Multiple antibiotic resistance transcriptional regulator MarR	marR	unreviewed
