Entry	Entry name	Protein names	Gene names  (primary )	Status
A0A4Y1YPI7	A0A4Y1YPI7_ECOLX	Beta-lactamase (EC 3.5.2.6)	blaCTX-M-14	unreviewed
A0A4P8C884	A0A4P8C884_ECOLX	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95)	aph(3'')-Ib	unreviewed
A0A4P8C1S1	A0A4P8C1S1_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
A0A4P8C6W5	A0A4P8C6W5_ECOLX	Tetracycline efflux MFS transporter Tet(B)	tet(B)	unreviewed
A0A4V1DRR1	A0A4V1DRR1_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
A0A4P8C864	A0A4P8C864_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
A0A4P8C9V2	A0A4P8C9V2_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
A0A4P8C2Q5	A0A4P8C2Q5_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
A0A4P8C5K3	A0A4P8C5K3_ECOLX	Macrolide ABC transporter ATP-binding protein/permease MacB	macB	unreviewed
A0A4P8BZT0	A0A4P8BZT0_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
A0A4P8BXT7	A0A4P8BXT7_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
A0A4V1DRA0	A0A4V1DRA0_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
A0A4P8BWV8	A0A4P8BWV8_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
A0A4P8C4N0	A0A4P8C4N0_ECOLX	TetR family transcriptional regulator		unreviewed
A0A4P8C0B1	A0A4P8C0B1_ECOLX	Multiple antibiotic resistance protein MarB	marB	unreviewed
A0A4P8C7L7	A0A4P8C7L7_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
A0A4P8C5T1	A0A4P8C5T1_ECOLX	Multiple antibiotic resistance transcriptional regulator MarR	marR	unreviewed
