Entry	Entry name	Protein names	Gene names  (primary )	Status
A0A7U8W6Q3	A0A7U8W6Q3_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
A0A7U8W3Q4	A0A7U8W3Q4_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
A0A7U8VZU9	A0A7U8VZU9_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
A0A7U8W5I4	A0A7U8W5I4_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
A0A7U8W184	A0A7U8W184_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
A0A7U8W3W3	A0A7U8W3W3_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
A0A7U8W5R4	A0A7U8W5R4_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
A0A7U8W2P2	A0A7U8W2P2_ECOLX	Multiple antibiotic resistance protein MarR		unreviewed
A0A7U8W681	A0A7U8W681_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
A0A7U8W8Q9	A0A7U8W8Q9_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A7U8ZCY9	A0A7U8ZCY9_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
A0A7U8W7X2	A0A7U8W7X2_ECOLX	Macrolide transporter ATP-binding/permease		unreviewed
