Entry	Entry name	Protein names	Gene names  (primary )	Status
B7ND46	UPPP_ECOLU	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	reviewed
B7N5M1	ARND_ECOLU	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	reviewed
B7N5L9	ARNC_ECOLU	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	reviewed
B7N5M0	ARNA_ECOLU	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	reviewed
B7N5L8	ARNB_ECOLU	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	reviewed
B7NF27	MDTL_ECOLU	Multidrug resistance protein MdtL	mdtL	reviewed
B7NAS9	MDTG_ECOLU	Multidrug resistance protein MdtG	mdtG	reviewed
B7NAU0	MDTH_ECOLU	Multidrug resistance protein MdtH	mdtH	reviewed
B7N4V6	B7N4V6_ECOLU	DNA-binding transcriptional dual activator of multiple antibiotic resistance	marA	unreviewed
B7NG89	B7NG89_ECOLU	Beta-lactamase (EC 3.5.2.6)	ampC	unreviewed
B7N4V5	B7N4V5_ECOLU	DNA-binding transcriptional repressor of multiple antibiotic resistance	marR	unreviewed
B7NAN0	B7NAN0_ECOLU	Fused macrolide transporter subunits of ABC superfamily: ATP-binding component membrane component	macB	unreviewed
B7LJ02	B7LJ02_ECOLU	Tetracycline efflux transporter	tetA	unreviewed
B7NGN0	B7NGN0_ECOLU	Beta-lactamase (EC 3.5.2.6)	bla	unreviewed
B7NE00	B7NE00_ECOLU	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)	mrcA	unreviewed
B7NGK6	B7NGK6_ECOLU	Chloramphenicol acetyltransferase (EC 2.3.1.28)	cat	unreviewed
B7LJ03	B7LJ03_ECOLU	Tetracycline repressor protein class B from transposon Tn10	tetR	unreviewed
B7N5K0	B7N5K0_ECOLU	Putative antibiotic efflux protein ( antibiotic resistance protein)		unreviewed
B7NA05	B7NA05_ECOLU	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	ybhT	unreviewed
