Entry	Entry name	Protein names	Gene names  (primary )	Status
I2WMA2	I2WMA2_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
I2WNM0	I2WNM0_ECOLX	Multiple antibiotic resistance protein MarA	marA	unreviewed
I2WME6	I2WME6_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
I2WPG0	I2WPG0_ECOLX	Multiple antibiotic resistance protein MarR	marR	unreviewed
I2WPI6	I2WPI6_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
I2WQN6	I2WQN6_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
I2WN63	I2WN63_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
I2WM27	I2WM27_ECOLX	Chloramphenicol acetyltransferase (EC 2.3.1.28)		unreviewed
I2WXX3	I2WXX3_ECOLX	Tetracyclin repressor, C-terminal all-alpha domain protein		unreviewed
I2WLJ6	I2WLJ6_ECOLX	Efflux ABC transporter, permease protein		unreviewed
I2WXU9	I2WXU9_ECOLX	Transporter, major facilitator family protein		unreviewed
I2X0N3	I2X0N3_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
I2X2J7	I2X2J7_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)	mrcA	unreviewed
I2WZH2	I2WZH2_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
I2WPA7	I2WPA7_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
I2WNC6	I2WNC6_ECOLX	Putative multiple antibiotic resistance protein MarB		unreviewed
I2WNU9	I2WNU9_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
I2WT12	I2WT12_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
