Entry	Entry name	Protein names	Gene names  (primary )	Status
I2URF9	I2URF9_ECOLX	Transporter, major facilitator family protein		unreviewed
I2UIE5	I2UIE5_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)	mrcA	unreviewed
I2UGD3	I2UGD3_ECOLX	Multiple antibiotic resistance protein MarA	marA	unreviewed
I2ULR2	I2ULR2_ECOLX	Efflux ABC transporter, permease protein		unreviewed
I2UJR5	I2UJR5_ECOLX	Aminoglycoside (3'') (9) adenylyltransferase (EC 2.7.7.47)		unreviewed
I2ULL6	I2ULL6_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
I2UN05	I2UN05_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
I2UKR6	I2UKR6_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
I2UNT3	I2UNT3_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
I2URT5	I2URT5_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
I2UG01	I2UG01_ECOLX	Putative multiple antibiotic resistance protein MarB		unreviewed
I2UCU1	I2UCU1_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
I2UI40	I2UI40_ECOLX	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95)		unreviewed
I2UMG6	I2UMG6_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
I2UMV9	I2UMV9_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
I2URG8	I2URG8_ECOLX	Tetracyclin repressor, C-terminal all-alpha domain protein		unreviewed
I2UD50	I2UD50_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
I2UFV0	I2UFV0_ECOLX	Multiple antibiotic resistance protein MarR	marR	unreviewed
