Entry	Entry name	Protein names	Gene names  (primary )	Status
E0IX59	E0IX59_ECOLW	Multiple antibiotic resistance protein	marB	unreviewed
E0J320	E0J320_ECOLW	Multidrug resistance protein MdtL	mdtL	unreviewed
E0IX61	E0IX61_ECOLW	DNA-binding transcriptional repressor of multiple antibiotic resistance	marR	unreviewed
E0J4G0	E0J4G0_ECOLW	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	ybhT	unreviewed
E0IVI4	E0IVI4_ECOLW	Multidrug resistance protein MdtG	yceE	unreviewed
E0J047	E0J047_ECOLW	Beta-lactamase (EC 3.5.2.6)	ampC	unreviewed
E0IVH2	E0IVH2_ECOLW	Multidrug resistance protein MdtH	mdtH	unreviewed
E0IZX9	E0IZX9_ECOLW	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)	mrcA	unreviewed
A0A0H3EY07	A0A0H3EY07_ECOLW	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
E0IY57	E0IY57_ECOLW	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
E0IX60	E0IX60_ECOLW	DNA-binding transcriptional dual activator of multiple antibiotic resistance	marA	unreviewed
E0IVV0	E0IVV0_ECOLW	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
E0IY59	E0IY59_ECOLW	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
E0IZG2	E0IZG2_ECOLW	Fused macrolide transporter subunits of ABC superfamily: ATP-binding component/membrane component	macB	unreviewed
E0IY58	E0IY58_ECOLW	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
