Entry	Entry name	Protein names	Gene names  (primary )	Status
A0A1X3LZL9	A0A1X3LZL9_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
A0A1X3LVM9	A0A1X3LVM9_ECOLX	Macrolide export ATP-binding/permease protein MacB		unreviewed
A0A1X3LPW7	A0A1X3LPW7_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
A0A1X3LXQ6	A0A1X3LXQ6_ECOLX	Multiple antibiotic resistance protein MarA		unreviewed
A0A1X3LWF6	A0A1X3LWF6_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
A0A1X3LR29	A0A1X3LR29_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
A0A1X3LV17	A0A1X3LV17_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
A0A1X3M038	A0A1X3M038_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
A0A1X3LZN2	A0A1X3LZN2_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
A0A1X3LZU5	A0A1X3LZU5_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
A0A1X3M248	A0A1X3M248_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A1X3LW31	A0A1X3LW31_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
A0A1X3LSV6	A0A1X3LSV6_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
A0A1X3LXJ8	A0A1X3LXJ8_ECOLX	Multiple antibiotic resistance protein MarR		unreviewed
