Entry	Entry name	Protein names	Gene names  (primary )	Status
E1J4Q7	E1J4Q7_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
E1J1U8	E1J1U8_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
E1JBY9	E1JBY9_ECOLX	Multiple antibiotic resistance protein MarA	marA	unreviewed
E1J2J0	E1J2J0_ECOLX	Aminoglycoside (3'') (9) adenylyltransferase (EC 2.7.7.47)		unreviewed
E1JAI6	E1JAI6_ECOLX	ABC transporter, ATP-binding protein		unreviewed
E1JFZ5	E1JFZ5_ECOLX	Transporter, major facilitator family protein		unreviewed
E1J4Q5	E1J4Q5_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
E1J4Q6	E1J4Q6_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
E1JEB0	E1JEB0_ECOLX	ABC transporter, ATP-binding protein		unreviewed
E1JBZ0	E1JBZ0_ECOLX	Putative multiple antibiotic resistance protein MarB		unreviewed
E1J2P4	E1J2P4_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
E1JGE4	E1JGE4_ECOLX	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95)		unreviewed
E1J9K6	E1J9K6_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
E1JG55	E1JG55_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
E1JFZ4	E1JFZ4_ECOLX	Transcriptional regulator, TetR family		unreviewed
E1J9J2	E1J9J2_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
E1JGE3	E1JGE3_ECOLX	Aminoglycoside/hydroxyurea antibiotic resistance kinase		unreviewed
E1JG58	E1JG58_ECOLX	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95)		unreviewed
E1J4Q4	E1J4Q4_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
E1J0T0	E1J0T0_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
E1JBY8	E1JBY8_ECOLX	Multiple antibiotic resistance protein MarR	marR	unreviewed
E1J6S4	E1J6S4_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
E1JC70	E1JC70_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
