Entry	Entry name	Protein names	Gene names  (primary )	Status
Q0TD49	UPPP_ECOL5	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	reviewed
Q0TFI6	ARND_ECOL5	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	reviewed
Q0TFI9	ARNB_ECOL5	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	reviewed
Q0TFI7	ARNA_ECOL5	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	reviewed
Q0TFI8	ARNC_ECOL5	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	reviewed
Q0TJH0	MACB_ECOL5	Macrolide export ATP-binding/permease protein MacB (EC 7.6.2.-)	macB	reviewed
Q0TAZ8	MDTL_ECOL5	Multidrug resistance protein MdtL	mdtL	reviewed
Q0TJ20	MDTG_ECOL5	Multidrug resistance protein MdtG	mdtG	reviewed
Q0TJ09	MDTH_ECOL5	Multidrug resistance protein MdtH	mdtH	reviewed
A0A454A487	A0A454A487_ECOL5	Multiple antibiotic resistance protein MarR		unreviewed
A0A454A8G8	A0A454A8G8_ECOL5	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
A0A454A5A8	A0A454A5A8_ECOL5	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A454A486	A0A454A486_ECOL5	Multiple antibiotic resistance protein MarB		unreviewed
A0A454A2H9	A0A454A2H9_ECOL5	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
A0A454A1X1	A0A454A1X1_ECOL5	Putative fosmidomycin resistance antibiotic resistance transmembrane protein		unreviewed
A0A454AAU4	A0A454AAU4_ECOL5	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A454A4A2	A0A454A4A2_ECOL5	Multiple antibiotic resistance protein MarA		unreviewed
