Entry	Entry name	Protein names	Gene names  (primary )	Status
A0A222QT24	A0A222QT24_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
A0A222QNT0	A0A222QNT0_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
A0A222QQ99	A0A222QQ99_ECOLX	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP	unreviewed
A0A222QNX7	A0A222QNX7_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
A0A222QTZ7	A0A222QTZ7_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A222QJI3	A0A222QJI3_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
A0A222QGW6	A0A222QGW6_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
A0A222QMN4	A0A222QMN4_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
A0A222QSH6	A0A222QSH6_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
A0A222QIH7	A0A222QIH7_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
A0A222QJW0	A0A222QJW0_ECOLX	DNA-binding transcriptional dual activator of multiple antibiotic resistance		unreviewed
A0A222QVR6	A0A222QVR6_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A222QL92	A0A222QL92_ECOLX	DNA-binding transcriptional repressor of multiple antibiotic resistance		unreviewed
A0A222QN59	A0A222QN59_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
A0A222QHX6	A0A222QHX6_ECOLX	Fused macrolide transporter subunits of ABC superfamily: ATP-binding component membrane component		unreviewed
